Character,AnimationClip,StartFrame,FixationStartFrame,EndFrame,Target,AheadTargetPosition,HeadAlign,TorsoAlign,TurnBody
Norman,WindowWashingAGaze1,34,80,96,WindowWashingEnv_0 (UnityEngine.GameObject),0 0 0,-1,-1,True
Norman,WindowWashingAGaze2,97,128,179,WindowPane_0 (UnityEngine.GameObject),0 0 0,-1,-1,True
Norman,WindowWashingAGaze3,180,199,205,WindowWashingEnv_1 (UnityEngine.GameObject),0 0 0,-1,-1,True
Norman,WindowWashingAGaze4,206,234,250,WindowWashingEnv_1 (UnityEngine.GameObject),0 0 0,-1,-1,True
Norman,WindowWashingAGaze5,251,272,273,WindowPane_0 (UnityEngine.GameObject),0 0 0,-1,-1,True
Norman,WindowWashingAGaze6,274,309,330,WindowWashingEnv_0 (UnityEngine.GameObject),0 0 0,-1,-1,True
Norman,WindowWashingAGaze7,331,343,348,WindowPane_0 (UnityEngine.GameObject),0 0 0,-1,-1,True
Norman,WindowWashingAGaze8,349,390,419,WindowWashingEnv_0 (UnityEngine.GameObject),0 0 0,-1,-1,True
Norman,WindowWashingAGaze9,420,434,436,WindowPane_0 (UnityEngine.GameObject),0 0 0,-1,-1,True
Norman,WindowWashingAGaze10,437,467,469,WindowPane_0 (UnityEngine.GameObject),0 0 0,-1,-1,True
Norman,WindowWashingAGaze11,470,497,524,WindowPane_0 (UnityEngine.GameObject),0 0 0,-1,-1,True
Norman,WindowWashingAGaze12,525,542,585,WindowWashingEnv_1 (UnityEngine.GameObject),0 0 0,-1,-1,True
Norman,WindowWashingAGaze13,586,609,609,WindowWashingEnv_1 (UnityEngine.GameObject),0 0 0,-1,-1,True
Norman,WindowWashingAGaze14,610,634,636,WindowPane_0 (UnityEngine.GameObject),0 0 0,-1,-1,True
Norman,WindowWashingAGaze15,637,652,654,SodaBottleA (UnityEngine.GameObject),0 0 0,-1,-1,True
Norman,WindowWashingAGaze16,655,679,701,SodaBottleA (UnityEngine.GameObject),0 0 0,-1,-1,True
