0,0
0.1,8
0.24,20
0.345,4
0.545,0
1.295,0
1.395,19
1.46,2
1.63,2
1.72,21
1.81,20
1.88,8
1.98,6
2.04,20
2.11,19
2.18,4
2.245,1
2.4,15
2.48,20
2.545,6
2.61,7
2.67,15
2.79,1
2.855,21
2.94,20
3.02,7
3.09,4
3.175,15
3.255,19
3.33,1
3.375,19
3.435,15
3.495,1
3.555,21
3.605,2
3.725,19
3.795,6
3.865,3
3.895,13
3.975,14
4.055,2
4.195,18
4.3,1
4.365,19
4.41,6
4.475,3
4.575,13
4.655,6
4.72,19
4.76,19
4.815,1
4.865,13
4.935,6
5.025,15
5.145,19
5.22,15
5.36,0
6.11,0
6.21,17
6.25,6
6.33,2
6.46,19
6.53,6
6.625,1
6.81,0
6.835,6
6.9,15
6.97,18
7.045,1
7.09,13
7.18,3
7.29,14
7.375,1
7.42,18
7.475,1
7.57,15
7.655,19
7.725,4
7.79,14
7.855,5
7.925,13
7.975,19
8.05,15
8.165,1
8.235,21
8.31,19
8.38,6
8.44,20
8.52,1
8.585,21
8.635,2
8.755,19
8.81,6
8.955,19
9.045,1
9.15,17
9.19,1
9.23,13
9.275,19
9.34,4
9.39,19
9.455,4
9.655,0
