Character,AnimationClip,StartFrame,FixationStartFrame,EndFrame,Target,AheadTargetPosition,HeadAlign,TorsoAlign,TurnBody
NormanNew,MakeSandwichDemoGaze1Start-Ahead,1,-1,12,null,"-1.603385 3.152091 2.30821",0.9701124,0.01196339,True
NormanNew,MakeSandwichDemoGaze1,13,12,51,Bacon-0,"0 0 0",0.7595524,0.4292747,True
NormanNew,MakeSandwichDemoGaze2,52,10,105,Screen-0,"0 0 0",0.1553205,0.3891099,True
NormanNew,MakeSandwichDemoGaze3,106,14,120,Screen-1,"0 0 0",0.558252,0.1954232,True
NormanNew,MakeSandwichDemoGaze4,121,23,144,Screen-2,"0 0 0",1,0.002895404,True
NormanNew,MakeSandwichDemoGaze5,145,18,178,Screen-3,"0 0 0",0.5347005,0.03978783,True
NormanNew,MakeSandwichDemoGaze6,179,16,195,Floor-0,"0 0 0",0.364924,0.08207756,True
NormanNew,MakeSandwichDemoGaze7,196,13,283,Screen-4,"0 0 0",1,0.1411561,True
NormanNew,MakeSandwichDemoGaze8,284,18,308,Bread1-0,"0 0 0",0.9999991,1,True
NormanNew,MakeSandwichDemoGaze10,309,40,349,Bread2-0,"0 0 0",0.9826131,0.0157877,True
NormanNew,MakeSandwichDemoGaze11,350,9,359,Screen-5,"0 0 0",0.183925,0.04300908,True
NormanNew,MakeSandwichDemoGaze12,360,27,387,Floor-1,"0 0 0",0.3657919,0.4419748,True
NormanNew,MakeSandwichDemoGaze13,388,18,515,Bread1-1,"0 0 0",0.9222293,0.0437549,True
NormanNew,MakeSandwichDemoGaze14,516,17,533,Floor-2,"0 0 0",0.924494,0.5949038,True
NormanNew,MakeSandwichDemoGaze15,534,15,590,Screen-6,"0 0 0",0.1453311,0.2105961,True
NormanNew,MakeSandwichDemoGaze16,591,13,607,Floor-3,"0 0 0",0.5751627,0.05626157,True
NormanNew,MakeSandwichDemoGaze17,608,8,630,Screen-7,"0 0 0",0.07126733,0.07987745,True
NormanNew,MakeSandwichDemoGaze18,631,18,649,Lettuce-0,"0 0 0",1,0.3394818,True
NormanNew,MakeSandwichDemoGaze19,650,20,693,Lettuce-1,"0 0 0",1,0,True
NormanNew,MakeSandwichDemoGaze20,694,21,826,Screen-8,"0 0 0",0.2787907,0.432793,True
NormanNew,MakeSandwichDemoGaze21,827,15,842,Tomato-0,"0 0 0",0.3007563,0.3635411,True
NormanNew,MakeSandwichDemoGaze22,843,10,882,Tomato-1,"0 0 0",0.9902818,0.00171967,True
NormanNew,MakeSandwichDemoGaze23,883,11,894,Floor-4,"0 0 0",0.2185143,0.3450226,True
NormanNew,MakeSandwichDemoGaze24,895,16,968,Screen-9,"0 0 0",0.1438745,0.1979576,True
NormanNew,MakeSandwichDemoGaze25,969,15,1002,Screen-10,"0 0 0",0.2745486,0.3863809,True
NormanNew,MakeSandwichDemoGaze26,1003,36,1039,Floor-5,"0 0 0",0.7027612,0.1837825,True
NormanNew,MakeSandwichDemoGaze27,1040,29,1097,Bacon-0,"0 0 0",0.9521481,0.4372063,True
NormanNew,MakeSandwichDemoGaze28,1098,36,1134,Floor-6,"0 0 0",0.3572982,0.2895783,True
NormanNew,MakeSandwichDemoGaze29,1135,11,1198,Screen-11,"0 0 0",0.1362971,0.5938175,True
NormanNew,MakeSandwichDemoGaze30,1199,10,1209,Screen-12,"0 0 0",0.7238824,0.1758628,True
NormanNew,MakeSandwichDemoGaze31,1210,14,1224,Screen-13,"0 0 0",0.8534271,0.9700688,True
