Character,AnimationClip,StartFrame,FixationStartFrame,EndFrame,Target,AheadTargetPosition,HeadAlign,TorsoAlign,TurnBody
#NormanNew,StackBoxesGazeStart,1,20,27,null,"-0.336 4.296 4.086",0,0,True
#NormanNew,StackBoxesGaze1,28,46,44,EyeTrackAlign1,"0 0 0",1,1,True
#NormanNew,StackBoxesGaze2,51,77,77,EyeTrackAlign2,"0 0 0",1,0.3,True
#NormanNew,StackBoxesGaze3,78,97,125,Floor1,"0 0 0",1,0,True
#NormanNew,StackBoxesGaze6,126,138,166,StackBoxesEnvLeft,"0 0 0",1,0,True
#NormanNew,StackBoxesGaze6,167,186,252,pCube1Top,"0 0 0",0.5,0,True
NormanNew,StackBoxesGaze1Start-Ahead,1,-1,29,null,"-0.3542393 3.828678 4.900356",0.948325,0.03437484,True
NormanNew,StackBoxesGaze1,30,18,48,EyeTrackAlign1-0,"0 0 0",1,0.06672976,True
NormanNew,StackBoxesGaze2,49,21,73,EyeTrackAlign3-0,"0 0 0",0.4897661,0.05033686,True
NormanNew,StackBoxesGaze3,74,15,101,pCube1-0,"0 0 0",0.7651886,0.4625394,True
NormanNew,StackBoxesGaze4,102,33,159,StackBoxesEnv-0,"0 0 0",0.768162,0.1838948,True
NormanNew,StackBoxesGaze5,160,23,236,pCube1-1,"0 0 0",0.2127727,0.07689623,True
NormanNew,StackBoxesGaze6,237,14,251,pCube1-2,"0 0 0",1,0.2757234,True
NormanNew,StackBoxesGaze7,252,14,281,StackBoxesEnv-1,"0 0 0",1,0.1281723,True
NormanNew,StackBoxesGaze8,282,14,348,pCube1-3,"0 0 0",0.6038116,0.04052856,True
NormanNew,StackBoxesGaze9,349,14,381,pCube1-4,"0 0 0",0.05196543,0.9273045,True
NormanNew,StackBoxesGaze10,382,11,393,Floor-0,"0 0 0",1,0.2803044,True
NormanNew,StackBoxesGaze11,394,20,423,Floor-1,"0 0 0",1,0.06068313,True
NormanNew,StackBoxesGaze12,424,18,457,Floor-2,"0 0 0",1,0.07811115,True
NormanNew,StackBoxesGaze13,458,17,475,pCube2-0,"0 0 0",0.2165064,1,True
NormanNew,StackBoxesGaze14,476,19,531,Floor-3,"0 0 0",1,0.04316521,True
NormanNew,StackBoxesGaze15,532,7,539,EyeTrackAlign3-0,"0 0 0",0.3315922,0.7482524,True
NormanNew,StackBoxesGaze16,540,26,567,EyeTrackAlign1-0,"0 0 0",0.7854757,0.03390404,True
NormanNew,StackBoxesGaze17,568,25,595,pCube2-1,"0 0 0",1,0.4193824,True
NormanNew,StackBoxesGaze18,596,14,618,pCube2-2,"0 0 0",0.9043593,0.4178253,True
NormanNew,StackBoxesGaze19,619,14,654,Floor-4,"0 0 0",1,0.5615866,True
NormanNew,StackBoxesGaze20,655,24,683,Floor-5,"0 0 0",1,0.1393237,True
NormanNew,StackBoxesGaze21,684,14,700,StackBoxesEnv-2,"0 0 0",1,0.5698552,True
NormanNew,StackBoxesGaze22,701,17,724,Floor-6,"0 0 0",1,0.1576548,True
NormanNew,StackBoxesGaze23,725,21,746,EyeTrackAlign1-0,"0 0 0",1,0.2970922,True
NormanNew,StackBoxesGaze24,747,14,761,EyeTrackAlign3-0,"0 0 0",0.2658188,0.2951595,True
NormanNew,StackBoxesGaze25,762,14,777,pCube3-0,"0 0 0",0.4960954,0.6190065,True
NormanNew,StackBoxesGaze26,778,14,807,pCube3-1,"0 0 0",1,0.2035212,True
